row	id1	id2	original_target	target	confidence	reason
15	331	352187404326	0.5555555555555556	1	0.82	Обе карточки описывают одну деревянную пирамидку-рыбалку; назначение, материал и конструкция совпадают.
16	354	17179940698	0.4444444444444444	0	0.88	У Pond's различаются разновидности: матирующая парфюмированная пудра против Perfect Radiance BB с сияющим оттенком.
17	376	747324383713	0.4444444444444444	1	0.98	Точное совпадение: голубой многоразовый подгузник 3–15 кг, одна штука, Китай.
18	378	472446537489	0.4444444444444444	1	0.78	Обе карточки описывают силиконовый органайзер в водительскую/подрулевую нишу Lixiang L7/L8/L9.
19	378	798864001363	0.5555555555555556	1	0.88	Названия являются вариантами перевода одного основного водительского ящика для хранения Lixiang L7/L8/L9; материал и место установки совместимы.
20	456	386547163117	0.4444444444444444	1	0.82	Редкое точное сочетание Brauberg, красных подвесных папок A4/Foolscap и близких габаритов указывает на один комплект; сокращённая карточка не противоречит полной.
21	473	120259233821	0.5555555555555556	0	0.99	Разный размер браслета: 19 см против 17 см; также различается вес.
22	473	558345832539	0.4444444444444444	0	0.99	Разный размер браслета: 19 см против 20 см; отличаются толщина, вес и артикул.
23	480	661425057033	0.5555555555555556	1	0.91	Совпадают Thule, зелёный городской рюкзак, высота 47 см, материал и назначение; сокращённая карточка соответствует Enroute 26L.
24	500	481036409818	0.4444444444444444	0	0.99	Разное количество подгузников: 40 против 44 штук.
25	501	154618908995	0.4444444444444444	0	0.87	Первый насос имеет питание и от 220 В, и от 12 В, второй заявлен только как автомобильный 12 В; бренд также не совпадает.
26	509	515396104691	0.5555555555555556	1	0.68	Совпадают назначение, жёлтый цвет, материал, страна и габариты около 20×7–8 см; различий, однозначно задающих другую расчёску, нет.
27	518	249108167906	0.5555555555555556	0	0.63	В первой карточке явно указан наполнитель Nature с углём, во второй только глиняный комкующийся; марка и угольная добавка не подтверждены.
28	539	8589943301	0.5555555555555556	1	0.94	Совпадают зелёный складной силиконовый стакан, крышка, объём 350 мл и страна производства.
29	665	360777323520	0.4444444444444444	0	0.96	Разный размер шлейки: XXS с обхватом 28–30 см против XS с диапазоном 29–32 см.
30	725	824633836699	0.5555555555555556	0	0.80	Первая карточка описывает цепь без бренда с конкретной длиной и подарочной коробкой, вторая — изделие Xuping с другим покрытием и без подтверждения размера.
31	832	68719591303	0.5555555555555556	0	0.99	Разные модели кресла: KB-6N и KB-9N.
32	842	747324361714	0.4444444444444444	1	0.97	Фактически совпадает полное название: волейбольный мяч Onlytop, 18 панелей, машинная сшивка, размер 5, PVC.
33	882	111669156764	0.5555555555555556	0	0.65	Одинаковое общее название недостаточно: у первой карточки указана мощность 25 Вт, у второй нет мощности, марки и модели.
34	882	352187320982	0.5555555555555556	1	0.88	Совпадают аквариумный нагреватель 25 Вт, страна производства и тип изделия; сокращённая первая карточка не содержит конфликтов.
35	918	283467924512	0.4444444444444444	0	0.99	Разные кабели в комплекте: Micro-USB против USB Type-C.
36	923	558345837892	0.4444444444444444	1	0.86	Совпадают бренд «Чистый дом», гелевая форма и назначение против тараканов и муравьёв; объём 35 мл совместим с типовым шприцем первой карточки.
37	923	670014961785	0.5555555555555556	1	0.96	Точное совпадение геля «Чистый дом» против тараканов и муравьёв, одна упаковка 35 г.
38	995	566935817924	0.4444444444444444	1	0.95	Совпадают модель телефона, прозрачный силиконовый противоударный чехол с усиленными углами, отсутствие застёжки и комплектация.
39	1031	197568524197	0.5555555555555556	0	0.99	Разные артикулы плойки: BAB2173TTE против BAB2174TTE, несмотря на одинаковый диаметр и характеристики.
40	1042	8589959282	0.4444444444444444	0	0.90	Различаются бренд, страна и заявленный материал: «Хозяин Барин», Россия, ПВХ против Rebusbrand, Китай, силикон.
41	1055	498216324004	0.5555555555555556	0	0.99	Разный декор столешницы: дуб Галифакс против дуба Бунратти.
42	1057	249108204959	0.4444444444444444	0	0.99	Разная фасовка семечек: 6×200 г против 9×200 г.
43	1089	721554582590	0.4444444444444444	0	0.97	Разные модели автомагнитолы: Teyes X1 против TS7; совпадение памяти и автомобиля не делает их одним устройством.
44	1162	128849057358	0.4444444444444444	1	0.94	Совпадают бренд Onlytop, детские очки для плавания, беруши, одна штука и страна производства.
45	1174	764504353359	0.5555555555555556	0	0.77	Первая карточка задаёт конкретный рисунок «оленёнок Плуто», во второй рисунок и вариант термонаклейки не определены.
46	1196	231928365777	0.5555555555555556	0	0.94	Одинаковый размер ключа 19×22, но разные производители СИБИН и НИЗ; это разные товарные позиции.
47	1234	584115615118	0.5555555555555556	1	0.96	Совпадают швабра 130 см, двухкамерное ведро с отжимом, две дополнительные насадки, материалы и комплект.
48	1278	704374713579	0.4444444444444444	1	0.94	Совпадают Nespresso Ispirazione Roma и упаковка из 10 капсул; различия в служебных данных не задают другой вариант.
49	1278	712964591771	0.4444444444444444	1	0.93	Совпадают Nespresso Ispirazione Roma и 10 капсул; рекламный префикс второй карточки не меняет товар.
50	1302	816043911880	0.4444444444444444	0	0.68	Совпадают материал и объём, но во второй карточке задана конкретная отделка «матовый титан/ледяной узор» и бренд Cosmic Dust, отсутствующие в первой.
51	1316	249108193920	0.5555555555555556	0	0.99	Чехлы предназначены для разных автомобилей и имеют разные артикулы: УАЗ 3153 GO1189… против Patriot GO1182…
52	1345	721554632962	0.5555555555555556	1	0.98	Точное совпадение Scitec Euro Vita-Mins, 120 таблеток.
53	1346	747324335750	0.4444444444444444	1	0.82	Обе карточки описывают один чёрный ножной бубен; назначение и комплект из одной штуки совместимы.
54	1376	850403640737	0.5555555555555556	0	0.98	Разное количество подставок Brauberg: одна против комплекта из четырёх.
55	1389	146029008571	0.5555555555555556	0	0.87	Первая позиция — две упаковки наушников Luazon W-22, во второй нет ни модели, ни подтверждения двойного комплекта.
56	1442	601295457428	0.5555555555555556	0	0.99	Разные бренды эмали: Mastergood и Krafor.
57	1460	146028997786	0.4444444444444444	0	0.99	Разный размер обуви для собак: 1 против 2.
58	1460	188978633559	0.4444444444444444	0	0.99	Разный размер обуви для собак: 1 против 3.
59	1460	644245142568	0.4444444444444444	0	0.99	Разный размер обуви для собак: 1 против 2.
60	1609	472446514339	0.4444444444444444	0	0.99	Несмотря на одинаковую линейку, сильно различаются габариты шкафа: 240×40×220 см против 240×50×310 см.
61	1638	42949683376	0.5555555555555556	0	0.95	Первая плёнка обычная матовая, вторая имеет отдельное антишпионское покрытие; это разные функциональные варианты.
62	1714	335007572123	0.4444444444444444	1	0.97	Практически дословно совпадают электрическая мультирезка 500 Вт и комплект из семи насадок.
63	1729	403727072024	0.4444444444444444	1	0.88	Совпадают бренд/название «Мост», оптическая сила +1.5, золотая металлическая оправа, стеклянные линзы, флексы и PD 62–64.
64	1740	850403585799	0.4444444444444444	0	0.99	Разные модели потенциометра Paxphil: H19 и H59.
65	1754	738734484955	0.4444444444444444	1	0.96	Совпадают Bref Сила-Актив «Океанский бриз/Океан», два блока по 50 г.
66	1765	671	0.5555555555555556	0	0.69	В первой карточке явно указан размер W33/L34, вторая не подтверждает товарный размер и содержит только размер модели 32.
67	1832	833223815038	0.4444444444444444	0	0.99	Разные модели электрогитары Schecter: SGR Banshee-6 и SGR C-1.
68	1860	695784720364	0.5555555555555556	1	0.99	Точное совпадение дезодоранта Lattafa Pure Musk объёмом 250 мл.
69	1865	335007536808	0.4444444444444444	0	0.99	Разные бренды аэрозольной эмали: AG-Dekor и Лакра Color.
70	1866	523986050636	0.4444444444444444	0	0.92	Различается цвет комплекта: тёмно-бежевый против бежевого/горчичного; для штор цвет является вариантом товара.
71	1913	25769836008	0.5555555555555556	0	0.75	Первая карточка задаёт конкретного робота 31.5 см на батарейках с отвёрткой, вторая — общий трансформер без этих признаков.
72	1926	94489384144	0.4444444444444444	0	0.90	Первая карточка описывает компактный робот 17 см, вторая — более крупную модель с приложением и большим баком; характеристики не совпадают.
73	1943	17179968537	0.4444444444444444	1	0.97	Совпадают белый полиэстеровый шнур для украшений и длина 50 метров.
74	1959	68719584911	0.5555555555555556	0	0.99	Разная фасовка корма Little One: три пачки по 400 г против одной пачки 400 г.
75	1986	438086698668	0.5555555555555556	1	0.94	Совпадают Synergetic «Цветочная фантазия», назначение и объём 1 литр; Ionomo выглядит как метка продавца, а не вариант продукта.
76	2020	403726946015	0.4444444444444444	0	0.98	Разные рецептуры: Big Dog Premium «говядина» против «говядина с рубцом»; состав и пищевая ценность различаются.
77	2065	420906906131	0.5555555555555556	0	0.91	Разный цвет ремешка: чёрный против чёрно-оранжевого.
78	2081	481036430817	0.4444444444444444	1	0.90	Совпадает уникальное название конструктора «Макси — Весёлая принцесса», 86 деталей, страна и габариты; Polesie является производителем серии.
79	2138	764504283715	0.4444444444444444	0	0.84	Различаются заявленная высота 16 и 18 см, материал PVC/ABS и число форм трансформации; точное совпадение модели не подтверждено.
80	2184	180388765466	0.4444444444444444	0	0.94	У первой карточки шкаф с антресолью высотой 310 см и глубиной 60 см, у второй заявлена высота 210 см; конфигурации различаются.
81	2216	197568613916	0.5555555555555556	0	0.70	Первая позиция задаёт набор Fashion in Trend из 24 коротких ногтей с клеем и инструментами; во второй эти признаки отсутствуют.
82	2221	309237646891	0.4444444444444444	0	0.72	Обе карточки являются вариативными объявлениями с разными диапазонами числа зубьев; выбранная конкретная звезда и производитель первой позиции не подтверждены.
83	2226	360777386930	0.5555555555555556	0	0.99	Разное количество хлебцев: 12 упаковок против 9.
84	2226	369367348995	0.5555555555555556	0	0.99	Разное количество хлебцев: 12 упаковок против 9.
85	2226	695784849918	0.4444444444444444	0	0.99	Разное количество хлебцев: 12 упаковок против 9.
86	2227	163208857382	0.5555555555555556	1	0.99	Точная модель часов Casio LF-10WH-8; совпадают цвет, корпус, функции и вес 18 г.
87	2238	438086715002	0.4444444444444444	0	0.95	Первая позиция — полнолицевая полностью сухая маска Qiyou, вторая — диоптрийная дайверская маска с отдельной трубкой.
88	2242	171798768502	0.4444444444444444	0	0.98	Разный вкус креатина Kevin Levrone: подслащённый против варианта без вкуса.
89	2266	180388639681	0.5555555555555556	1	0.86	Совпадают универсальная пластиковая трёхлопастная крыльчатка 16 дюймов/400 мм и комплект из одной детали.
90	2289	154618978486	0.4444444444444444	0	0.96	Первая модель — механические весы до 160 кг, вторая имеет питание от сети и измерение в граммах; устройства различаются.
91	2330	360777289770	0.5555555555555556	1	0.98	Совпадают Solarius, сосновая односпальная кровать 80×190, габариты, основание и вес.
92	2355	206158494588	0.4444444444444444	0	0.99	Первый кронштейн однорядный Home Access, второй двухрядный Inspire.
93	2452	463856622599	0.5555555555555556	1	0.88	Уникально совпадают модель Dodge Charger Доминика Торетто и 1077 деталей; сокращённая карточка подтверждает число деталей и совместимость.
94	2479	197568586394	0.4444444444444444	1	0.89	Совпадают шестиместная палатка, точные габариты 330×210×185, две комнаты, внешний каркас, цвет и близкий вес; отметка «4 места» во второй карточке противоречит её же названию.
95	2563	463856584527	0.4444444444444444	1	0.94	Совпадают Triphala Guggulu, индийская добавка и фасовка 80 таблеток.
96	2583	128849071214	0.4444444444444444	0	0.99	Разные бренды полироли: «Мир обилия» и Chirton.
97	2592	128849096176	0.5555555555555556	1	0.97	Совпадают цвет, модельные параметры, утеплитель 130 г/м², рост и размер модели, материалы, уход и конструкция куртки.
98	2593	609885390640	0.4444444444444444	1	0.88	Совпадает универсальный разборный задний велобагажник для колёс 24–28 дюймов и комплект из одной детали.
99	2600	68719498895	0.4444444444444444	1	0.97	Точное совпадение Adopt Vanille Bourbon, женская парфюмерная вода 30 мл.
100	2611	712964682686	0.4444444444444444	1	0.99	Точный артикул Novotech 359074; совпадают серия Smal, габариты, 1080 лм и исполнение.
101	2656	360777422690	0.4444444444444444	0	0.99	Разные линзы и конструкция: стекло и ободковая оправа против пластика и полуободковой оправы.
102	2768	481036347134	0.5555555555555556	0	0.94	Различаются высота и вес туристического стола: 45 см и 4.2 кг против 40 см и 3 кг.
103	2779	103079358158	0.5555555555555556	0	0.64	В первой карточке конкретный комплект с двумя аккумуляторами и диском 76 мм; вторая содержит только общее название 12 В и не подтверждает комплект/модель.
104	2809	214748431706	0.5555555555555556	1	0.74	Обе позиции — вырезанный комплект съёмной тонировки на два передних стекла Fiat Albea; разница начала модельного года не меняет форму дверных стёкол этой модели.
105	2874	833223745812	0.4444444444444444	1	0.91	Совпадают бирюзовый ручной нано-депилятор-ластик из наностекла и страна производства.
106	2882	188978697673	0.4444444444444444	1	0.98	Совпадают Basir, 50 синих шариковых ручек, пластиковый корпус и страна производства.
107	2939	661425051111	0.4444444444444444	1	0.96	Совпадает серно-дегтярная ветеринарная мазь в фасовке 40 г.
108	2940	188978595354	0.5555555555555556	1	0.99	Точное совпадение формы ОКУД 0504042, A4, твёрдого переплёта и 400 страниц/200 листов.
109	2953	77309418826	0.5555555555555556	1	0.88	Совпадают компактная туристическая газовая плита с одной конфоркой и мощность 2800 Вт.
110	2953	403726973613	0.5555555555555556	1	0.80	Совпадают красная складная туристическая газовая плита, близкий вес и конструкция; сокращённая карточка не содержит конфликтующей мощности.
111	2953	515396091168	0.4444444444444444	0	0.99	Разная мощность горелки: 2800 Вт против 2500 Вт.
112	2955	755914354318	0.4444444444444444	0	0.96	Первый стол раскладывается с 60 до 120 см и имеет подстолье ЛДСП, второй не заявлен раскладным и имеет ножки МДФ.
113	2979	154618835970	0.4444444444444444	0	0.96	Первый корм — специальная формула Вака для периода линьки, второй — обычный рацион с иным составом.
114	2979	712964732175	0.5555555555555556	1	0.76	Совпадают Вака для мелких и средних попугаев, 500 г; биостимуляторы и йод во второй карточке соответствуют назначению рациона при линьке.
115	3020	42949687654	0.4444444444444444	0	0.99	Разные производители и артикулы защитных очков: ЗУБР 110230 и Дельта 20360.
116	3037	635655198898	0.5555555555555556	1	0.98	Точная модель сварочной маски Ресанта МС-4; страна и комплект совпадают.
117	3053	42949731891	0.4444444444444444	1	0.80	Совпадают Bella, ежедневные прокладки и упаковка 60 штук; сокращённое название второй карточки совместимо с Panty Soft.
118	3082	335007573610	0.5555555555555556	1	0.82	Совпадают сменный баллон Freshmatic, аромат дыня-огурец, объём 250 мл и Великобритания; Topmodel выглядит ошибочной вставкой в названии.
119	3088	8589988313	0.4444444444444444	0	0.98	Разные бренды и параметры обуви: Rooman против Alessio Nesca, полнота H против G; у второй также задан размер 41.
120	3173	609885358335	0.5555555555555556	1	0.99	Точное совпадение чая Greenfield Golden Ceylon, 100 пакетиков, одна упаковка.
121	3298	77309549087	0.5555555555555556	0	0.78	Совпадают общие параметры, но различаются страна и производитель; конкретный дневник Family Print второй карточкой не подтверждён.
122	3363	300647787182	0.5555555555555556	0	0.90	Первая карточка — универсальный чехол-книжка 2Case в нескольких цветах, вторая — конкретный MobileOcean с принтом льва и отдельным артикулом.
123	3381	601295568001	0.5555555555555556	0	0.99	Разная длина радиатора: 1400 мм против 1200 мм.
124	3393	223338302641	0.4444444444444444	0	0.94	Различаются размер и цвет куклы Сугуру: 22 см чёрная против 20 см серо-чёрной.
125	3399	300647782436	0.4444444444444444	0	0.72	Совпадают назначение и объём, но разные марки Kraskoli и KE; состав и концентрация не подтверждают один препарат.
126	3441	446676680097	0.4444444444444444	1	0.72	Совпадают надпись, чёрная ПВХ-табличка, длина 20 см, страна и комплект из одной штуки.
127	3662	292057795933	0.4444444444444444	0	0.80	Moonbiffy заявляет набор из 10 предметов, тогда как во второй карточке перечислен существенно иной расширенный комплект без подтверждения бренда.
128	3680	558345844390	0.5555555555555556	0	0.96	Разные варианты Revivor: восстановительный для сухих волос против бальзама для жирных и нормальных волос.
129	3695	841813642582	0.4444444444444444	1	0.84	Совпадают «Арт Узор», серая перьевая тесьма, ширина 8–10 см и длина 5 м; «марабу/страус» выглядит разным описанием одного материала.
130	3698	781684155588	0.5555555555555556	1	0.98	Точная переноска Moderna Roadrunner 2, металлическая дверца, черничный цвет и размеры 55.9×36.9×34.9 см.
131	3706	764504345567	0.4444444444444444	0	0.95	Первая позиция — NИЛПА «Микробаланс Нитрат NO3», вторая — другое удобрение линейки «Макро».
132	3709	292057863025	0.5555555555555556	0	0.73	У первой карточки конкретный новогодний дизайн в кожзаме, во второй дизайн и покрытие термоса не подтверждены.
133	3780	188978570256	0.5555555555555556	1	0.90	Совпадают Rexant, солнечное питание, ультразвуковой отпугиватель кротов и габариты семейства R30.
134	3781	790274062700	0.5555555555555556	1	0.86	Совпадают Grandorf, тунец, 70 г, шесть банок и Таиланд; отличие процента филе похоже на ошибку описания.
135	3861	695784807236	0.5555555555555556	0	0.75	Первая карточка задаёт конкретные Sphere/Cylinder/Axis, а во второй выбранные оптические параметры отсутствуют; вариант линз не подтверждён.
136	3911	523986110333	0.5555555555555556	1	0.97	Совпадают Calgon, гель для смягчения воды и защиты стиральной машины, одна бутылка 750 мл.
137	3911	532576034633	0.4444444444444444	1	0.96	Совпадают Calgon, гелевая форма, назначение, объём 750 мл и одна штука.
138	3921	103079348942	0.5555555555555556	0	0.70	Первая карточка указывает 22 одноразовые ложки, во второй количество и объём комплекта отсутствуют.
139	3956	712964701236	0.4444444444444444	0	0.97	Разные изделия Intex: кровать 152×203×30 со встроенным насосом весом 6.68 кг против матраса высотой 33 см и весом 8.2 кг.
140	3962	721554623560	0.5555555555555556	0	0.82	Первая карточка описывает одну фигурку, вторая — игровой инерционный набор Plants vs Zombies; состав набора не совпадает.
141	4111	163208778574	0.5555555555555556	0	0.70	Первая позиция — конкретная цифра 1; во второй номер цифры не указан, поэтому вариант шара не подтверждён.
142	4124	618475401356	0.5555555555555556	0	0.99	Разный персонализированный принт кружки: генерал Тамерлан против генерала Богдана.
143	4134	627065367903	0.4444444444444444	0	0.73	У первой модели заявлен зум, у второй он отсутствует; точная модель и оптика фонаря не подтверждены.
144	4135	309237722347	0.5555555555555556	0	0.79	Первая позиция — конкретный электрический пистолет Cheetah A-22, вторая — общее водное оружие без модели и подтверждения конструкции.
145	4187	343597521248	0.4444444444444444	1	0.98	Точная модель электрочайника Philips HD9396/90, объём 1.7 л, двухслойный корпус и регулировка температуры.
146	4294	635655268228	0.5555555555555556	1	0.82	Совпадают Lion Soft in 1, шампунь-кондиционер, увлажняющий вариант, Япония и 380 мл; водоросли описывают состав, а цветочный — аромат.
147	4410	833223717718	0.4444444444444444	0	0.99	Разные варианты саженца: открытая корневая система 15–20 см, 1 год против закрытой системы 20–30 см, 2 года.
148	4414	34359849919	0.4444444444444444	0	0.99	Разная фасовка зелёного горошка Bonduelle: 200 г против 425 мл.
149	4452	309237722084	0.5555555555555556	1	0.96	Совпадают Smeg, голубой металлический тостер 950 Вт, два отделения, два тоста, вес и функции.
150	4496	352187372693	0.5555555555555556	0	0.72	Первая карточка задаёт накладку 43×43×8 см и нагрузку 100 кг; во второй нет габаритов, материала и модели.
151	4518	309237712731	0.5555555555555556	1	0.80	Совпадают Calligrata, красная папка A4 с 30 вкладышами, обложка 500 мкм и страна; вторая карточка является сокращённым описанием.
152	4519	317827627676	0.5555555555555556	1	0.87	Совпадают But!Jewels, чернёное серебро 925, анклет, карабин, цвет и упаковка.
153	4523	257698150753	0.5555555555555556	0	0.74	Первая модель имеет конкретные 5 Вт и площадь 55 м²; вторая не подтверждает мощность, габариты и модель ловушки.
154	4596	695784790623	0.5555555555555556	0	0.94	Первая позиция — подарочная коробка без упоминания окна, вторая — пищевой контейнер на вынос с окном; также различается страна.
155	4617	17179954876	0.4444444444444444	0	0.99	Разные партномера и длина ТЭНа: DC47-00006J 180 мм против DC47-00006B 183 мм.
156	4627	283467870722	0.4444444444444444	0	0.68	Первая карточка задаёт конкретный дизайн одежды Labubu №124, вторая лишь светло-розовый вариант без номера дизайна.
157	4676	68719479843	0.4444444444444444	1	0.97	Совпадают патчи с салициловой кислотой, 360 штук, Китай и назначение против акне.
158	4725	335007598813	0.4444444444444444	0	0.99	Разные крепёжные изделия и размеры: пластина 300×27×1 Tech Krep против прямого подвеса 300×30×1 Сибртех.
159	4750	85899397149	0.5555555555555556	0	0.98	Разный размер пуходёрки: 8.5×13 см против 10×15 см.
160	4832	455266544285	0.5555555555555556	0	0.99	Разные партномера втулки Febest: NSB-F15F против NSB-B15F и разная применяемость автомобилей.
161	4835	472446548286	0.5555555555555556	0	0.89	Совпадает автомобиль, но различаются артикулы и исполнение чехлов: APB-KI-SR-S29-R против KI-SR-S29-CHEKR-R с ромбовидной вставкой.
162	4889	403727051775	0.5555555555555556	0	0.69	Первая карточка задаёт размер 18.5 и вес 6.7 г, во второй размер отсутствует и указан иной минимальный вес; конкретный вариант кольца не подтверждён.
163	4891	850403558578	0.4444444444444444	0	0.99	Разное количество краски Brauberg: одна туба против пяти.
164	4929	601295521309	0.5555555555555556	0	0.99	Различаются каратность бриллиантов, вес серёг и отсутствует совпадение артикула 1021818.
165	4935	114021	0.5555555555555556	0	0.66	В первой карточке указана модель TWBHT9XZ, вторая содержит только общее название и цвета без модели и числа головок.
166	4959	309237687901	0.5555555555555556	0	0.99	Разные бренды и хвостовики биты: Rockforce 5/16 дюйма против Forsage 1/4 дюйма.
167	4981	326417532011	0.4444444444444444	0	0.99	Разные размеры ремешка: ширина 22 мм и длина 220 мм против 20×175 мм.
168	4981	687194872936	0.4444444444444444	0	0.99	Разная ширина ремешка: 22 мм против 20 мм.
169	5009	103079361282	0.5555555555555556	1	0.91	Практически дословно совпадает универсальная чистящая паста «Просто блеск» для уборки всего.
170	5009	223338439458	0.4444444444444444	0	0.76	Вторая позиция — безымянная китайская крем-паста 530 мл; название «Просто блеск» и происхождение первой позиции не подтверждены.
171	5009	498216271724	0.4444444444444444	0	0.85	Вторая паста специализирована для известкового налёта и нагара на казане, тогда как первая заявлена универсальной «для всего».
172	5009	790274092949	0.4444444444444444	0	0.68	Вторая позиция — безымянная китайская паста 530 мл без подтверждения марки/названия «Просто блеск».
173	5009	816043912011	0.5555555555555556	1	0.91	Практически дословно совпадает чистящая паста «Просто блеск» универсального назначения.
174	5042	566935817396	0.5555555555555556	1	0.78	Совпадают противогрибковое масло для ногтей и рук, объём 5 мл, Китай; в первой карточке состав сокращён до категории эфирного масла.
175	5094	128849044704	0.5555555555555556	0	0.96	При совпадающих размерах различается материал кружева: полиэстер против 100% хлопка.
176	5100	566935755351	0.5555555555555556	1	0.88	Совпадают Finish, жидкий очиститель посудомоечной машины 250 мл, одна бутылка и Польша; сокращённая карточка не указывает аромат.
177	5195	412316992293	0.4444444444444444	0	0.72	Первая позиция задаёт размер 36, вторая размер не подтверждает и относится к бренду Parishoes.
178	5224	764504226782	0.4444444444444444	0	0.99	Разное количество освежителей Air Wick: одна штука против комплекта из двух.
179	5280	94489384352	0.4444444444444444	0	0.99	Разные размер и вставка кольца: 17.5 без указанного камня против размера 18 с топазом.
180	5329	807453938119	0.5555555555555556	1	0.96	Совпадает уникальное название куклы «Барбара в Милане» серии «Вокруг света», чемодан, материал и упаковочные габариты.
181	5373	489626285503	0.5555555555555556	1	0.91	Совпадают пневматический очиститель Cactus Air600 и объём 600 мл; CS/CSP выглядит сокращением одного артикула.
182	5400	824633799979	0.4444444444444444	0	0.99	Разные модели триммера Philips OneBlade: QP2721/20 против QP2724.
183	5465	455266631607	0.5555555555555556	0	0.96	Разные бренд и материал попрыгунов: безымянный каучуковый жираф против Zabiaka из ПВХ.
184	5565	171798732162	0.4444444444444444	0	0.99	Разные сорта сирени: Primrose против Miss Ellen Willmott.
185	5591	549755883719	0.4444444444444444	1	0.93	Совпадает литий-ионный аккумулятор, предназначенный специально для iPhone XR.
186	5630	326417630011	0.4444444444444444	0	0.91	Первая модель Jeep Rubicon 1:32 продаётся одна, вторая — Jeep Wrangler с прицепом; комплектации различаются.
187	5647	188978693204	0.5555555555555556	1	0.99	Точная модель погружного блендера Vitek VT-8542, 1000 Вт; совпадают материалы и длина шнура.
188	5652	154618971562	0.4444444444444444	0	0.99	Разный размер ботинок Triol: S против XS.
189	5837	747324404352	0.4444444444444444	0	0.99	Разная фасовка рассольника: одна пачка 170 г против шести пачек.
190	5839	463856538210	0.4444444444444444	0	0.90	Первая кормушка Petpaw рассчитана на четыре подачи, вторая — отдельная Wi‑Fi-модель Zyfeeder; производитель и управление различаются.
191	5872	249108121343	0.5555555555555556	0	0.99	Разное количество и возраст: две банки с 8 месяцев против одной банки с 9 месяцев.
192	5918	103079261863	0.5555555555555556	0	0.70	Совпадает общий цвет, но во второй карточке указан конкретный шиньон на крабе длиной 50 см; в первой крепление и длина отсутствуют.
193	5964	403726984055	0.4444444444444444	0	0.99	Разная высота дышащей выдры: 25 см против 32 см.
194	6010	558345793746	0.5555555555555556	0	0.99	Разный диаметр глюкофона: 14.5 см против 16 см; у второго также указано 11 лепестков.
195	6013	609885511969	0.4444444444444444	0	0.72	Первая позиция — лоферы Mia Mianti на платформе без подтверждённого размера, вторая — общие туфли размера 40.
196	6069	618475435199	0.5555555555555556	1	0.82	Raven является оттенком туши Tom Ford Extreme Mascara; тип продукта и линейка совпадают.
197	6091	481036466465	0.5555555555555556	0	0.99	Разная длина панели ЛДСП: 740 мм против 750 мм.
198	6117	455266554385	0.4444444444444444	0	0.87	Вторая позиция — конкретная серия «Оранжевое солнце» с флуоресцентной гаммой; первая карточка не подтверждает серию и тип цветов.
199	6150	180388771219	0.4444444444444444	0	0.94	Разные происхождение и бренд: Vanc, Япония против безымянных салфеток из Китая.
200	6150	377957200469	0.4444444444444444	0	0.94	Разные происхождение и бренд: Vanc, Япония против безымянных салфеток из Китая.
201	6150	498216264125	0.4444444444444444	0	0.94	Разные происхождение и бренд: Vanc, Япония против безымянных салфеток из Китая.
202	6150	592705611020	0.4444444444444444	0	0.94	Разные происхождение и бренд: Vanc, Япония против безымянных салфеток из Китая.
